"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","RNG","First_Author","Title","Publication_Year","Journal","Impact_Factor","Scientific_Name","Ecosystem","First_Population","Second_Population","Type","T1","T2","Treatment_Unit","Category","Measurement","Trait_Unit","Percentage_Transformation","Proportion_Transformation","Plasticity_Category","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)"
552,44,1,44.1,44.3,1,2,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Temperature","4","15","℃","Physiological","Citrate Synthase","U/mg protein","No","No","Acclimation",17,0.237782340862423,0.0228591071646155,17,0.26735112936345,0.022859107164615,17,0.265503080082136,0.0177793055724786,17,0.25564681724846,0.0253990079606837
553,44,1,44.2,44.3,1,2,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Temperature","4","15","℃","Physiological","Citrate Synthase","U/mg protein","No","No","Acclimation",17,0.253798767967146,0.0177793055724786,17,0.24394250513347,0.0355586111449572,17,0.265503080082136,0.0177793055724786,17,0.25564681724846,0.0253990079606837
554,44,1,44.1,44.2,2,2,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Salinity","0.3","20","ppt","Physiological","Citrate Synthase","U/mg protein","No","No","Acclimation",17,0.234702258726899,0.0457182143292304,17,0.26735112936345,0.022859107164615,17,0.25564681724846,0.0355586111449572,17,0.24394250513347,0.0355586111449572
555,44,1,44.1,44.3,2,2,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Salinity","0.3","20","ppt","Physiological","Citrate Synthase","U/mg protein","No","No","Acclimation",17,0.234702258726899,0.0457182143292304,17,0.26735112936345,0.022859107164615,17,0.249486652977413,0.0482581151252991,17,0.25564681724846,0.0253990079606837
556,44,1,44.2,44.3,2,2,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Salinity","0.3","20","ppt","Physiological","Citrate Synthase","U/mg protein","No","No","Acclimation",17,0.25564681724846,0.0355586111449572,17,0.24394250513347,0.0355586111449572,17,0.249486652977413,0.0482581151252991,17,0.25564681724846,0.0253990079606837
557,44,1,44.1,44.2,1,3,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Temperature","4","15","℃","Physiological","Creatine Kinase","U/mg protein","No","No","Acclimation",17,4.02680412371134,1.07115733778933,17,3.3340206185567,0.892631114824439,17,5.35463917525773,1.90427971162548,17,5.16701030927835,1.5472272656957
558,44,1,44.1,44.3,1,3,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Temperature","4","15","℃","Physiological","Creatine Kinase","U/mg protein","No","No","Acclimation",17,4.02680412371134,1.07115733778933,17,3.3340206185567,0.892631114824439,17,4.87835051546392,1.30919230174251,17,4.48865979381443,1.30919230174251
559,44,1,44.2,44.3,1,3,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Temperature","4","15","℃","Physiological","Creatine Kinase","U/mg protein","No","No","Acclimation",17,5.35463917525773,1.90427971162548,17,5.16701030927835,1.5472272656957,17,4.87835051546392,1.30919230174251,17,4.48865979381443,1.30919230174251
560,44,1,44.1,44.2,2,3,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Salinity","0.3","20","ppt","Physiological","Creatine Kinase","U/mg protein","No","No","Acclimation",17,3.73814432989691,0.535578668894667,17,3.3340206185567,0.892631114824439,17,4.54639175257732,1.19017481976592,17,5.16701030927835,1.5472272656957
561,44,1,44.1,44.3,2,3,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Salinity","0.3","20","ppt","Physiological","Creatine Kinase","U/mg protein","No","No","Acclimation",17,3.73814432989691,0.535578668894667,17,3.3340206185567,0.892631114824439,17,4.90721649484536,1.78526222964888,17,4.48865979381443,1.30919230174251
562,44,1,44.2,44.3,2,3,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Salinity","0.3","20","ppt","Physiological","Creatine Kinase","U/mg protein","No","No","Acclimation",17,4.54639175257732,1.19017481976592,17,5.16701030927835,1.5472272656957,17,4.90721649484536,1.78526222964888,17,4.48865979381443,1.30919230174251
563,44,1,44.1,44.2,1,4,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Temperature","4","15","℃","Biochemical Assay","Axial Muscle Taurine","μM/gFW","No","No","Acclimation",17,22.6086956521739,5.37796385950128,17,14.7826086956522,12.1004186838779,17,25.7608695652174,6.72245482437665,17,17.0652173913044,7.61878213429349
564,44,1,44.1,44.3,1,4,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Temperature","4","15","℃","Biochemical Assay","Axial Muscle Taurine","μM/gFW","No","No","Acclimation",17,22.6086956521739,5.37796385950128,17,14.7826086956522,12.1004186838779,17,16.6304347826087,5.82612751445974,17,11.5217391304348,8.06694578925192
565,44,1,44.2,44.3,1,4,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Temperature","4","15","℃","Biochemical Assay","Axial Muscle Taurine","μM/gFW","No","No","Acclimation",17,25.7608695652174,6.72245482437665,17,17.0652173913044,7.61878213429349,17,16.6304347826087,5.82612751445974,17,11.5217391304348,8.06694578925192
566,44,1,44.1,44.2,2,4,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Salinity","0.3","20","ppt","Biochemical Assay","Axial Muscle Taurine","μM/gFW","No","No","Acclimation",17,19.4565217391304,8.06694578925192,17,14.7826086956522,12.1004186838779,17,15.3260869565217,6.72245482437663,17,17.0652173913044,7.61878213429349
567,44,1,44.1,44.3,2,4,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Salinity","0.3","20","ppt","Biochemical Assay","Axial Muscle Taurine","μM/gFW","No","No","Acclimation",17,19.4565217391304,8.06694578925192,17,14.7826086956522,12.1004186838779,17,13.0434782608696,3.5853092396675,17,11.5217391304348,8.06694578925192
568,44,1,44.2,44.3,2,4,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Salinity","0.3","20","ppt","Biochemical Assay","Axial Muscle Taurine","μM/gFW","No","No","Acclimation",17,15.3260869565217,6.72245482437663,17,17.0652173913044,7.61878213429349,17,13.0434782608696,3.5853092396675,17,11.5217391304348,8.06694578925192
569,44,1,44.1,44.2,1,5,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Temperature","4","15","℃","Biochemical Assay","Pectoral Fin Muscle Taurine","μM/gFW","No","No","Acclimation",17,55.4347826086957,9.85960040908574,17,43.2608695652174,19.271037163213,17,46.7391304347826,6.27429116941823,17,40.6521739130435,18.8228735082545
570,44,1,44.1,44.3,1,5,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Temperature","4","15","℃","Biochemical Assay","Pectoral Fin Muscle Taurine","μM/gFW","No","No","Acclimation",17,55.4347826086957,9.85960040908574,17,43.2608695652174,19.271037163213,17,38.3695652173913,7.17061847933506,17,41.0869565217391,14.3412369586701
571,44,1,44.2,44.3,1,5,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Temperature","4","15","℃","Biochemical Assay","Pectoral Fin Muscle Taurine","μM/gFW","No","No","Acclimation",17,46.7391304347826,6.27429116941823,17,40.6521739130435,18.8228735082545,17,38.3695652173913,7.17061847933506,17,41.0869565217391,14.3412369586701
572,44,1,44.1,44.2,2,5,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Salinity","0.3","20","ppt","Biochemical Assay","Pectoral Fin Muscle Taurine","μM/gFW","No","No","Acclimation",17,40.7608695652174,12.9967459937948,17,43.2608695652174,19.271037163213,17,44.4565217391304,12.1004186838779,17,40.6521739130435,18.8228735082545
573,44,1,44.1,44.3,2,5,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Salinity","0.3","20","ppt","Biochemical Assay","Pectoral Fin Muscle Taurine","μM/gFW","No","No","Acclimation",17,40.7608695652174,12.9967459937948,17,43.2608695652174,19.271037163213,17,51.7391304347826,15.237564268587,17,41.0869565217391,14.3412369586701
574,44,1,44.2,44.3,2,5,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Salinity","0.3","20","ppt","Biochemical Assay","Pectoral Fin Muscle Taurine","μM/gFW","No","No","Acclimation",17,44.4565217391304,12.1004186838779,17,40.6521739130435,18.8228735082545,17,51.7391304347826,15.237564268587,17,41.0869565217391,14.3412369586701
575,44,1,44.1,44.2,1,6,2,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Temperature","4","15","℃","Biochemical Assay","Liver Taurine","μM/gFW","No","No","Acclimation",17,25.2173913043478,5.37796385950128,17,17.3913043478261,8.5151094442104,17,18.2608695652174,5.82612751445971,17,16.6304347826087,3.1371455847091
576,44,1,44.1,44.3,1,6,1,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,"Marine Biology",2.573,"Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Temperature","4","15","℃","Biochemical Assay","Liver Taurine","μM/gFW","No","No","Acclimation",17,25.2173913043478,5.37796385950128,17,17.3913043478261,8.5151094442104,17,16.304347826087,4.92980020454285,17,16.5217391304348,4.92980020454285
